Dsu1,Dsu2,Dsu3,Dsu4,Dsu5,msu1,msu2,msu3,msu4,msu5,mu1d,mu2d,mu3d,mu4d,mu5d,output
0.10288,0.039243,0.23117,0.88289,0.045875,1,2,1,1,3,1,1,1,3,2,4
0.97736,0.29785,0.40621,0.21258,0.21297,2,3,2,1,1,3,3,1,1,1,2
0.71294,0.64739,0.63933,0.2814,0.97354,1,2,3,1,2,3,2,3,3,3,3
0.3053,0.88581,0.41577,0.48938,0.87682,2,2,3,1,2,1,3,1,1,2,5
0.77893,0.92779,0.85042,0.033344,0.92997,1,2,2,1,2,3,2,1,1,1,3
0.63015,0.9462,0.29995,0.6397,0.11516,2,1,2,1,1,2,3,2,3,2,1
0.2507,0.32523,0.97886,0.7664,0.068008,3,2,3,1,2,1,2,3,2,2,2
0.40529,0.92076,0.88298,0.28822,0.21453,2,1,2,1,3,1,1,2,2,3,5
0.19177,0.94495,0.52695,0.18348,0.19246,3,1,1,3,3,1,3,1,3,3,5
0.40627,0.7274,0.94762,0.61847,0.20608,2,2,1,1,2,2,3,3,3,1,1
0.33586,0.87319,0.94219,0.71196,0.55473,3,2,1,2,2,1,2,1,3,2,5
0.6561,0.54186,0.51717,0.17654,0.15591,3,1,2,3,3,3,1,1,2,2,1
0.79614,0.22623,0.63169,0.98688,0.94254,2,3,3,2,1,2,2,3,2,1,3
0.8015,0.1284,0.085981,0.42355,0.8078,1,2,2,2,1,2,1,2,2,1,4
0.86408,0.70707,0.57653,0.38176,0.46598,1,2,1,2,3,2,1,3,2,1,4
0.40837,0.010848,0.46418,0.58054,0.92081,1,1,3,2,3,2,1,3,1,3,3
0.29804,0.61769,0.50078,0.88154,0.26593,2,2,2,2,3,3,3,3,1,1,3
0.62928,0.73663,0.64905,0.87604,0.8805,1,2,1,2,1,3,3,1,2,2,2
0.92873,0.92603,0.12651,0.32094,0.8707,2,1,2,1,1,3,2,1,2,2,4
0.91728,0.37557,0.15608,0.36942,0.85834,1,1,1,1,1,3,2,2,1,1,2
0.31881,0.90019,0.8553,0.46146,0.43417,3,1,1,2,3,3,1,3,3,1,4
0.72649,0.84578,0.99628,0.80242,0.75951,2,2,2,1,2,1,1,1,1,3,1
0.67287,0.85961,0.20323,0.56238,0.62673,2,2,3,1,1,1,2,3,3,3,1
0.31873,0.96738,0.94874,0.44523,0.77024,3,1,3,1,3,3,3,3,1,1,5
0.97037,0.37527,0.066085,0.77733,0.51862,3,2,1,3,1,2,2,2,3,3,4
0.36354,0.078655,0.96122,0.29092,0.44795,1,2,1,1,1,1,3,1,1,1,5
0.50923,0.29389,0.39454,0.90834,0.12334,1,3,2,3,3,1,1,1,1,1,4
0.83657,0.39061,0.10493,0.28053,0.063029,2,2,2,2,1,2,2,1,3,2,4
0.0057422,0.83064,0.079691,0.79363,0.016017,1,1,1,3,2,2,2,1,3,3,4
0.31967,0.61531,0.28549,0.56425,0.8878,2,2,1,2,1,1,2,2,2,1,4
0.7364,0.0059537,0.23652,0.97334,0.82172,2,2,3,1,1,1,2,2,3,2,1
0.2903,0.98962,0.59912,0.20854,0.20883,2,1,3,3,2,2,2,3,3,1,3
0.65583,0.80771,0.88646,0.81483,0.73456,3,1,2,1,1,3,1,3,2,1,1
0.53615,0.4622,0.75951,0.67646,0.81969,2,3,3,3,2,3,1,3,3,3,4
0.71523,0.87572,0.38504,0.27906,0.87993,1,1,1,3,1,2,1,3,2,1,3
0.87042,0.43132,0.02754,0.43438,0.38274,1,3,2,2,3,2,1,1,3,1,4
0.31509,0.44555,0.16799,0.26956,0.5285,3,3,2,2,2,2,1,2,1,1,1
0.6264,0.18659,0.28258,0.14179,0.85008,1,1,1,3,3,3,2,1,3,3,5
0.56058,0.57748,0.5524,0.74159,0.065635,2,2,3,2,2,3,1,1,3,1,1
0.8885,0.1305,0.39192,0.42642,0.35582,3,3,2,3,1,1,3,3,1,3,3
0.66628,0.36133,0.16579,0.79745,0.94335,3,2,2,1,1,3,3,2,1,2,1
0.64079,0.92578,0.40101,0.91739,0.19804,2,2,2,3,1,1,1,2,3,2,3
0.15812,0.16021,0.17742,0.61675,0.49141,1,1,1,3,1,1,2,2,3,3,4
0.47398,0.51988,0.20786,0.44439,0.27867,1,3,1,1,2,2,2,1,1,3,2
0.18256,0.32522,0.70323,0.6434,0.73341,3,1,3,2,2,3,1,3,1,3,3
0.017226,0.65473,0.030323,0.53344,0.58844,3,2,1,1,3,2,1,2,3,3,5
0.74007,0.61238,0.28998,0.80359,0.062972,2,2,3,2,2,3,2,3,3,3,2
0.60599,0.48779,0.6095,0.96957,0.64488,2,3,2,3,2,2,1,3,2,1,3
0.097128,0.6899,0.37231,0.81674,0.34001,2,3,2,3,2,3,1,1,3,3,5
0.20522,0.68554,0.29066,0.26362,0.99009,2,2,1,1,2,3,1,2,1,3,2
0.9194,0.30642,0.88001,0.79339,0.76203,3,1,2,2,2,3,3,3,2,3,2
0.73052,0.8658,0.42816,0.70064,0.051533,3,1,3,1,3,3,1,2,1,2,1
0.57919,0.86302,0.69542,0.80311,0.65785,1,3,1,1,2,2,1,1,1,3,5
0.16311,0.53061,0.92064,0.39335,0.077286,3,2,1,3,3,2,2,3,1,1,2
0.68242,0.72409,0.13134,0.62818,0.57355,1,1,2,1,2,1,3,3,2,1,5
0.79292,0.3209,0.84317,0.88663,0.84194,2,1,3,2,3,3,3,1,1,1,2
0.83479,0.085629,0.12975,0.59182,0.44998,2,1,3,1,2,2,2,1,1,3,5
0.86698,0.016503,0.43523,0.45914,0.32812,1,1,2,2,2,3,2,1,1,1,4
0.99627,0.41637,0.80362,0.22692,0.42009,2,3,3,3,2,3,3,3,3,3,2
0.021824,0.42543,0.71718,0.67504,0.51211,1,2,3,1,2,2,1,1,2,1,3
0.38761,0.59896,0.26298,0.21513,0.61752,3,2,2,2,1,1,3,1,3,3,2
0.081454,0.33362,0.38101,0.48422,0.88301,3,3,3,2,3,2,3,3,2,3,3
0.093424,0.94097,0.91216,0.24685,0.52439,1,2,2,2,3,3,1,1,3,2,5
0.26218,0.30235,0.086443,0.3768,0.73249,2,1,2,2,1,3,3,2,3,2,4
0.011312,0.99854,0.52493,0.64329,0.79345,3,1,3,3,1,3,1,1,2,2,4
0.81545,0.3636,0.89441,0.81836,0.74206,2,1,2,1,3,2,3,3,1,1,5
0.92585,0.81199,0.27579,0.13984,0.9165,3,3,2,2,3,1,3,3,2,2,2
0.069737,0.49653,0.9003,0.87875,0.68092,2,2,3,3,1,1,3,3,1,1,2
0.84704,0.67673,0.47241,0.054098,0.69486,2,3,3,3,3,3,2,3,3,1,3
0.20061,0.48897,0.42432,0.67907,0.70607,1,3,3,2,3,3,2,2,3,2,5
0.30616,0.80494,0.20994,0.73523,0.82116,3,2,1,1,3,1,2,3,3,3,5
0.52116,0.42455,0.42341,0.41452,0.49443,3,2,3,2,3,3,2,1,1,2,1
0.099445,0.66327,0.20848,0.2908,0.39217,3,3,1,2,3,2,1,2,2,3,5
0.45929,0.0082493,0.7202,0.88404,0.44749,2,2,1,2,3,1,3,1,1,3,5
0.38742,0.53442,0.26413,0.38957,0.90438,1,2,3,3,3,2,1,1,2,1,4
0.014664,0.41467,0.62507,0.14845,0.11783,2,3,1,1,3,1,3,2,2,2,2
0.34607,0.59402,0.25906,0.80755,0.54191,1,1,1,3,1,3,1,3,1,1,4
0.74897,0.34333,0.68058,0.50396,0.31964,3,2,3,1,1,2,1,1,2,2,1
0.908,0.75785,0.36243,0.53099,0.90434,1,2,3,2,1,2,2,2,3,2,4
0.81965,0.064687,0.24744,0.50619,0.32402,3,3,1,3,3,1,1,3,3,1,4
0.4854,0.7175,0.24018,0.2643,5.82E-05,3,2,1,3,2,3,1,1,1,1,1
0.27528,0.066314,0.3669,0.60208,0.17687,3,1,1,1,2,2,3,1,3,1,1
0.099031,0.63583,0.88806,0.054004,0.58437,2,3,1,3,2,2,3,3,2,1,2
0.29529,0.84348,0.63437,0.35197,0.60669,3,3,1,3,3,3,2,2,3,3,5
0.22141,0.79367,0.77817,0.41035,0.39574,3,2,2,3,3,1,3,1,1,2,5
0.78757,0.19164,0.96765,0.11126,0.80602,2,3,3,3,1,1,2,2,1,1,1
0.32421,0.70907,0.463,0.041018,0.09651,2,2,3,2,1,2,1,1,1,3,2
0.26016,0.35507,0.042174,0.90669,0.56522,3,1,2,3,3,2,1,3,3,3,5
0.089272,0.47355,0.44667,0.37675,0.63766,1,2,1,2,3,1,2,1,1,2,5
0.70734,0.10977,0.21345,0.080126,0.25131,3,2,1,2,1,2,2,1,1,3,1
0.78324,0.43219,0.69995,0.42962,0.3785,1,1,3,3,3,2,1,2,2,3,3
0.084043,0.27739,0.59941,0.16002,0.11567,3,2,2,2,1,2,3,3,3,1,3
0.094818,0.034372,0.95996,0.19866,0.39872,2,3,3,2,2,3,2,3,2,2,5
0.91362,0.53964,0.69213,0.73536,0.2457,1,3,2,1,3,1,3,3,2,2,2
0.33974,0.63528,0.54659,0.53918,0.27178,1,3,3,1,1,3,3,3,2,1,3
0.039165,0.63415,0.74912,0.0048654,0.78803,2,1,2,3,2,1,1,2,2,3,3
0.54461,0.92616,0.69203,0.83144,0.11888,2,2,3,1,3,3,1,3,1,2,3
0.84726,0.42428,0.67845,0.57129,0.28839,1,3,2,2,3,1,2,1,3,3,4
0.6399,0.035615,0.30918,0.64906,0.85897,1,2,1,1,1,1,3,2,1,1,3
0.98798,0.77387,0.32045,0.16461,0.4592,2,3,2,3,1,1,1,2,1,2,2
0.24619,0.72169,0.023217,0.19327,0.49418,3,3,1,3,3,1,2,2,1,1,2
0.84508,0.20835,0.18989,0.089572,0.099253,2,2,2,1,2,3,2,2,1,1,1
0.72889,0.39634,0.68522,0.78619,0.12443,3,1,3,3,1,3,3,2,2,3,3
0.39882,0.18283,0.5669,0.83701,0.76653,2,2,3,1,2,1,1,3,3,3,3
0.64384,0.19555,0.3477,0.25345,0.46171,1,1,3,3,1,1,2,1,2,3,5
0.76041,0.94205,0.33243,0.20783,0.023429,3,3,3,1,2,1,3,2,2,1,1
0.25739,0.90102,0.95079,0.72668,0.38076,1,1,2,3,3,2,3,2,3,2,4
0.37319,0.12118,0.6986,0.98636,0.064447,1,2,2,2,2,2,1,1,2,1,3
0.24828,0.29727,0.085724,0.057293,0.29769,1,2,1,3,2,2,2,2,1,3,5
0.79526,0.79136,0.95754,0.32808,0.62216,3,2,2,3,2,2,3,3,2,2,5
0.48086,0.72572,0.9766,0.92907,0.042232,1,1,3,3,2,3,2,3,2,2,1
0.083041,0.27373,0.81888,0.88828,0.36938,3,1,2,2,1,1,3,3,2,3,5
0.17212,0.061613,0.45474,0.35236,0.4425,1,2,1,3,1,1,1,2,3,1,4
0.46753,0.12799,0.85822,0.80992,0.74219,3,3,1,3,2,2,2,2,3,2,1
0.40451,0.7208,0.2249,0.66095,0.17187,2,3,3,2,3,1,3,1,1,1,2
0.11601,0.36452,0.44211,0.76716,0.91729,3,2,3,3,2,1,1,1,3,1,4
0.59172,0.83452,0.67659,0.88493,0.42517,1,1,1,2,2,3,2,2,3,1,1
0.97921,0.14241,0.019266,0.70738,0.7021,2,2,1,1,2,1,3,3,1,1,5
0.41627,0.31013,0.66529,0.16946,0.54026,2,3,1,3,3,3,1,3,1,2,1
0.28621,0.98336,0.32465,0.91544,0.42088,1,1,2,2,3,1,2,3,2,3,5
0.52124,0.51372,0.97531,0.87792,0.0066016,2,1,3,3,3,1,1,1,3,2,4
0.72255,0.47737,0.19498,0.22437,0.94876,1,3,2,3,1,1,3,2,1,2,2
0.0144,0.29449,0.36218,0.12716,0.45505,3,1,2,3,2,3,3,2,3,2,5
0.58292,0.49779,0.91685,0.50017,0.10918,2,2,1,3,1,2,1,3,1,2,1
0.20462,0.99944,0.55227,0.52001,0.59448,1,1,1,3,2,2,2,2,3,1,4
0.69851,0.96751,0.6991,0.19057,0.44531,3,3,3,1,3,2,2,1,3,2,1
0.30865,0.032126,0.22665,0.12649,0.7535,1,1,3,3,2,2,3,1,3,2,5
0.6621,0.24425,0.14168,0.00063713,0.40803,2,3,3,1,2,1,2,3,1,3,5
0.66259,0.40367,0.50547,0.36473,0.10896,1,2,2,2,2,2,1,2,3,1,4
0.21037,0.009412,0.85485,0.5618,0.67845,1,3,3,2,2,2,2,2,1,1,3
0.97878,0.048443,0.15152,0.23939,0.93824,3,1,1,3,3,2,2,2,1,3,5
0.65892,0.053158,0.26415,0.040189,0.42393,2,3,2,2,1,1,3,3,3,3,5
0.97569,0.99909,0.22723,0.92258,0.61312,3,2,2,2,2,1,2,2,3,2,5
0.92132,0.46457,0.31934,0.49118,0.29605,2,1,1,2,1,3,2,3,2,1,4
0.96126,0.82814,0.41925,0.17834,0.83431,3,3,1,1,2,1,3,2,2,3,2
0.48139,0.4178,0.59502,0.99329,0.83847,2,3,3,1,1,1,3,2,2,3,3
0.93352,0.45881,0.2879,0.45646,0.88591,3,2,3,1,2,3,3,3,1,1,2
0.19761,0.36346,0.57549,0.42864,0.48027,3,2,1,2,3,3,2,1,2,3,5
0.23895,0.56914,0.70404,0.6713,0.090445,3,1,3,3,2,3,1,2,1,1,3
0.0088357,0.50614,0.17617,0.75422,0.19724,3,3,1,1,2,2,1,3,3,3,5
0.91402,0.5937,0.95885,0.80202,0.67943,1,3,1,1,1,2,3,2,3,2,2
0.28282,0.55739,0.34582,0.32956,0.10369,3,1,1,2,1,3,1,3,3,2,4
0.3381,0.77688,0.010204,0.68761,0.24307,3,2,1,2,3,2,1,3,1,1,4
0.68781,0.73167,0.16644,0.6828,0.90403,1,1,2,2,3,3,3,1,3,2,4
0.44246,0.41585,0.036236,0.23375,0.52679,3,3,3,2,1,2,2,2,2,3,1
0.48397,0.79423,0.88337,0.41092,0.43849,2,3,2,3,2,3,2,1,1,1,1
0.68413,0.12812,0.5207,0.73267,0.479,2,1,2,1,2,2,3,1,3,3,5
0.31553,0.27908,0.16565,0.079158,0.15737,2,2,3,2,3,3,3,1,1,2,1
0.49014,0.74233,0.26294,0.19093,0.47258,1,1,3,2,2,3,2,1,1,3,5
0.70783,0.6246,0.24995,0.82972,0.47793,3,1,2,1,1,3,3,3,3,2,1
0.94446,0.24801,0.53212,0.77746,0.44246,1,1,1,2,2,2,2,2,2,2,5
0.26354,0.75047,0.7157,0.58063,0.72553,1,3,1,1,2,3,1,3,2,2,2
0.62633,0.29443,0.21413,0.82808,0.75894,1,3,3,3,1,1,1,1,1,1,4
0.68354,0.94788,0.86827,0.20287,0.33332,2,2,2,3,3,3,3,1,1,2,1
0.48991,0.19738,0.0055959,0.90565,0.50274,1,1,3,3,2,3,2,3,1,2,5
0.40236,0.19466,0.32663,0.78216,0.84944,1,3,3,1,1,3,1,2,1,1,1
0.44311,0.45689,0.31756,0.18901,0.69363,2,3,3,2,1,2,2,2,3,1,2
0.19186,0.61462,0.27667,0.3625,0.48519,1,1,1,1,1,2,1,3,2,2,3
0.095894,0.1402,0.33856,0.67201,0.011207,1,2,1,3,1,2,2,3,3,1,4
0.68764,0.04908,0.63322,0.5047,0.74835,2,1,3,1,2,3,2,1,3,1,1
0.53886,0.22359,0.80104,0.89757,0.60142,1,1,2,3,2,3,1,1,2,1,5
0.21354,0.64081,0.30586,0.15268,0.25202,1,3,1,1,2,3,2,1,3,3,2
0.82492,0.6895,0.2187,0.15692,0.85773,1,1,3,2,1,2,1,2,2,1,3
0.54644,0.39596,0.34609,0.2714,0.24634,1,2,3,2,3,3,1,1,3,1,4
0.93499,0.076668,0.53502,0.012809,0.80054,2,3,3,3,2,3,3,2,2,2,3
0.2865,0.48631,0.26754,0.95832,0.10218,3,1,2,3,2,2,3,3,1,1,3
0.57946,0.1481,0.50419,0.9453,0.75339,1,3,3,2,2,3,3,2,1,1,3
0.96898,0.070148,0.26894,0.51448,0.17604,3,3,2,3,2,3,3,1,2,3,4
0.078104,0.33455,0.52279,0.51164,0.576,3,3,3,3,2,1,1,1,1,2,5
0.38998,0.53473,0.62636,0.035661,0.66086,3,3,3,2,1,3,2,1,1,3,2
0.46009,0.77039,0.31315,0.50277,0.93808,1,1,2,2,1,2,3,2,3,2,4
0.89538,0.26942,0.59463,0.33028,0.16631,1,3,3,2,2,1,1,1,1,1,3
0.22897,0.53025,0.55664,0.60897,0.34131,2,3,3,1,1,2,2,3,2,1,3
0.23351,0.70776,0.44095,0.068097,0.76871,2,2,3,2,2,3,3,2,2,3,3
0.89256,0.93094,0.64823,0.3532,0.14001,3,1,2,2,2,3,1,1,1,3,3
0.4582,0.11393,0.29287,0.17636,0.80863,2,3,1,1,2,2,3,1,1,2,1
0.053622,0.26864,0.24041,0.87774,0.71103,2,2,1,2,2,1,1,3,2,2,5
0.36826,0.77112,0.25557,0.11562,0.37759,1,1,3,1,1,1,2,2,2,1,3
0.56828,0.92463,0.071995,0.92018,0.58465,2,1,3,3,3,3,2,3,3,3,5
0.4112,0.89309,0.54199,0.49567,0.43785,2,1,2,3,3,1,3,3,1,3,5
0.30976,0.098422,0.3446,0.48815,0.78376,2,2,3,3,2,3,1,3,3,1,4
0.10695,0.98456,0.69,0.584,0.80022,1,1,1,3,1,3,1,1,3,1,4
0.39565,0.27831,0.94288,0.53152,0.20566,1,2,1,2,2,2,2,3,1,1,1
0.35712,0.58243,0.13968,0.65416,0.22453,1,3,1,1,1,2,3,2,2,1,2
0.56991,0.13631,0.60406,0.91297,0.77286,2,3,2,1,1,2,1,1,3,3,1
0.045233,0.80052,0.81617,0.65511,0.59148,1,3,1,3,1,1,2,2,2,1,4
0.91828,0.34807,0.4456,0.74881,0.17354,2,1,2,1,2,3,3,3,1,3,3
0.17793,0.89831,0.18381,0.83188,0.15822,2,3,1,1,2,1,2,3,2,3,2
0.11197,0.32676,0.36923,0.0069426,0.84806,2,1,3,2,1,2,1,1,1,2,3
0.14539,0.25717,0.83971,0.14921,0.16825,2,3,2,1,3,3,3,3,1,1,2
0.84168,0.15666,0.10725,0.59643,0.73221,2,1,2,3,3,2,1,2,3,1,4
0.19324,0.69916,0.27213,0.49865,0.10349,2,3,3,1,1,3,1,3,3,2,2
0.22345,0.079255,0.46156,0.35046,0.66124,2,1,1,1,1,2,2,1,3,2,4
0.55926,0.01596,0.34024,0.040712,0.83218,1,1,3,2,2,1,3,3,3,1,3
0.50831,0.9453,0.4829,0.35518,0.64787,2,3,3,1,1,2,3,2,2,3,1
0.85635,0.20719,0.81387,0.64462,0.52206,3,1,3,3,1,1,2,2,1,1,3
0.39205,0.15471,0.65778,0.14884,0.59525,1,2,1,1,3,2,1,2,2,1,5
0.6487,0.99879,0.40788,0.086695,0.49569,3,1,3,2,3,2,2,1,3,2,1
0.57819,0.25589,0.52969,0.97781,0.50133,1,2,3,3,3,2,1,3,3,1,3
0.24882,0.062463,0.67568,0.6157,0.65714,2,3,1,2,3,2,2,1,2,1,4
0.56266,0.0884,0.45972,0.090763,0.5505,1,1,1,3,3,1,3,2,1,1,3
0.93785,0.7332,0.72292,0.28432,0.012589,2,2,1,2,2,1,3,1,1,3,2
0.7308,0.54255,0.36358,0.72666,0.97237,1,3,1,1,2,1,1,2,3,1,3
0.48274,0.28993,0.99237,0.51807,0.78758,1,2,2,3,1,3,1,1,3,2,4
0.39252,0.41874,0.87634,0.23256,0.53159,3,2,2,2,3,1,3,1,2,2,2
0.29396,0.059167,0.58604,0.60831,0.47437,2,3,1,1,2,1,3,2,2,3,5
0.87982,0.91206,0.35203,0.49076,0.9027,3,2,3,1,3,2,2,2,1,2,1
0.90854,0.48069,0.32909,0.18018,0.42501,2,1,1,3,1,1,3,1,3,2,5
0.55162,0.39875,0.87129,0.84033,0.54382,1,2,1,1,2,3,1,2,1,2,5
0.91008,0.79539,0.66972,0.38306,0.54254,3,3,2,2,1,3,2,1,3,2,4
0.68995,0.23565,0.65979,0.43667,0.77719,2,2,2,1,3,1,3,2,1,2,5
0.72541,0.2958,0.86995,0.84322,0.8885,2,3,1,3,1,1,3,3,2,3,2
0.97794,0.092981,0.76683,0.72336,0.37363,2,3,3,3,1,3,2,1,2,3,4
0.14598,0.47689,0.21438,0.42192,0.67867,2,2,1,3,3,3,2,2,3,1,4
0.47642,0.37223,0.05085,0.24481,0.90881,1,3,3,3,2,2,1,3,1,2,1
0.67716,0.75623,0.38766,0.46142,0.43378,3,1,2,3,1,1,3,2,3,2,4
0.3756,0.93382,0.083656,0.64319,0.94539,2,1,1,1,2,2,3,3,3,3,1
0.00072863,0.78185,0.63242,0.67812,0.4616,1,3,2,2,2,1,1,1,1,2,5
0.60623,0.74189,0.16987,0.57481,0.35389,1,3,1,2,3,2,2,1,1,1,2
0.090925,0.16591,0.39935,0.42742,0.5775,1,1,3,3,2,1,3,3,3,1,4
0.79033,0.7488,0.51662,0.53492,0.4601,1,3,3,1,2,2,1,3,3,1,3
0.34607,0.47844,0.89048,0.36573,0.17107,1,1,3,2,2,3,3,2,3,3,4
0.99081,0.70183,0.76275,0.21024,0.56056,1,3,3,3,3,1,3,1,1,3,5
0.37667,0.081339,0.85038,0.39164,0.2483,3,2,2,3,3,1,2,1,2,2,4
0.55104,0.45433,0.24647,0.25312,0.21056,3,3,2,1,2,3,2,2,3,3,1
0.53995,0.84606,0.49008,0.43521,0.0032438,1,2,2,3,2,1,1,3,1,2,3
0.7656,0.8684,0.44039,0.71032,0.1516,2,3,2,3,1,1,1,2,2,2,4
0.59499,0.12926,0.35497,0.76618,0.40772,3,1,2,2,2,3,1,2,1,1,1
0.78429,0.55372,0.27084,0.091708,0.13073,1,1,3,3,3,2,1,2,3,1,3
0.27697,0.42358,0.80686,0.60858,0.64674,3,2,3,3,3,1,2,2,2,1,4
0.90427,0.62971,0.5037,0.2177,0.31402,1,3,3,2,1,1,3,3,3,3,3
0.25401,0.42185,0.26073,0.29359,0.4038,1,3,1,3,2,2,3,2,2,3,2
0.22343,0.3953,0.76498,0.024824,0.96123,2,2,2,3,1,3,1,2,2,1,3
0.72953,0.74028,0.14217,0.63908,0.82516,2,2,3,3,3,3,1,1,2,2,4
0.36396,0.087252,0.067793,0.64069,0.18569,3,1,3,2,2,2,2,3,2,1,4
0.78118,0.16945,0.90793,0.26909,0.18343,1,3,2,3,2,3,2,2,3,2,4
0.52576,0.45756,0.50754,0.28249,0.90771,3,3,1,3,1,3,1,1,3,3,1
0.80881,0.39057,0.27381,0.3991,0.65678,1,2,3,3,3,3,1,3,1,1,5
0.77984,0.64914,0.83329,0.29124,0.80128,3,2,1,3,2,3,1,2,1,3,1
0.67366,0.58868,0.26715,0.21268,0.53797,3,2,3,3,1,1,1,2,2,1,1
0.56195,0.030062,0.35079,0.86008,0.081299,3,2,1,1,1,1,3,2,2,2,3
0.53561,0.79657,0.83342,0.90808,0.38437,1,3,2,1,2,1,1,1,2,3,5
0.91936,0.89251,0.79441,0.58225,0.22801,2,2,3,1,1,1,1,2,2,1,3
0.20365,0.7754,0.94156,0.33063,0.25088,3,1,1,2,3,1,2,3,3,1,4
0.86044,0.30999,0.21101,0.25821,0.3262,1,2,2,1,2,3,3,2,2,3,5
0.35181,0.56569,0.64093,0.30493,0.69917,3,1,1,1,3,2,2,2,2,3,5
0.64115,0.32846,0.27375,0.5737,0.40491,3,3,1,2,2,2,2,3,2,2,1
0.12741,0.8475,0.11055,0.44568,0.24374,3,3,3,1,3,3,3,3,3,2,2
0.28954,0.23493,0.43382,0.16674,0.2056,2,1,1,3,1,3,3,3,2,2,1
0.54945,0.056737,0.28384,0.7526,0.72967,3,3,2,1,3,2,1,2,2,1,1
0.49725,0.86469,0.2019,0.77868,0.11516,1,3,3,1,3,1,3,1,2,2,2
0.84604,0.89701,0.045406,0.047869,0.69901,1,1,3,1,2,1,3,1,2,3,5
0.70301,0.18071,0.032759,0.61021,0.12931,1,1,3,2,2,2,2,1,3,3,4
0.39359,0.13378,0.99446,0.54912,0.601,2,2,1,3,2,3,2,3,1,2,1
0.30057,0.65081,0.78238,0.63665,0.47701,1,2,3,1,3,1,3,1,3,2,5
0.06942,0.42176,0.17786,0.18806,0.65734,3,1,3,2,2,2,1,3,1,2,5
0.59119,0.72564,0.7776,0.28472,0.63352,2,2,2,3,2,3,2,2,2,3,1
0.51365,0.81458,0.22946,0.020729,0.49338,1,1,1,2,2,3,2,2,2,2,5
0.84108,0.45643,0.25237,0.57728,0.72957,1,1,2,1,3,3,2,2,1,1,5
0.21864,0.38101,0.71696,0.71682,0.042847,3,2,2,3,1,3,3,2,1,3,2
0.76403,0.93167,0.35022,0.32397,0.5869,2,1,3,2,3,1,2,3,2,3,5
0.13285,0.95969,0.5673,0.46214,0.45871,2,3,3,1,1,2,1,3,3,2,3
0.29672,0.91643,0.58789,0.79072,0.70441,3,2,3,1,1,2,3,2,3,1,3
0.21024,0.90303,0.54977,0.50805,0.77714,3,1,2,2,1,2,3,1,3,1,4
0.78181,0.64232,0.25541,0.037437,0.33956,3,3,3,1,1,1,2,3,3,2,2
0.096995,0.27511,0.72623,0.95149,0.98702,2,3,3,2,2,1,3,3,1,1,3
0.68202,0.60582,0.0062283,0.64184,0.27722,2,2,2,3,1,2,2,3,1,1,2
0.80076,0.19475,0.7854,0.25742,0.77706,2,3,3,2,3,2,2,2,3,2,5
0.97096,0.47083,0.50275,0.46687,0.13659,3,2,1,2,2,3,3,2,3,1,2
0.90047,0.618,0.61785,0.45443,0.361,1,2,1,1,1,1,3,3,1,3,2
0.41539,0.04558,0.38624,0.86121,0.10371,2,3,2,3,2,1,2,1,2,3,4
0.13121,0.56946,0.14109,0.98898,0.77471,2,2,3,2,2,1,3,3,2,2,2
0.20014,0.14539,0.37395,0.94276,0.11168,2,3,1,3,1,1,1,2,1,3,3
0.93491,0.14804,0.75634,0.9134,0.050892,2,1,3,1,3,2,1,1,1,1,3
0.57322,0.99528,0.91612,0.24619,0.45601,2,2,3,1,3,2,1,1,1,2,1
0.34225,0.79944,0.33591,0.12574,0.20916,3,1,1,2,3,1,3,3,3,2,3
0.71381,0.97643,0.63222,0.26157,0.76773,3,1,2,1,3,2,2,3,3,3,1
0.54724,0.99596,0.1217,0.96072,0.2566,2,3,1,3,1,1,3,1,1,2,1
0.22882,0.73586,0.61299,0.65684,0.89261,2,2,1,2,1,1,3,1,1,3,2
0.64586,0.14881,0.89892,0.77131,0.14104,1,3,3,1,3,1,3,2,1,2,3
0.51477,0.33458,0.85182,0.8616,0.275,1,1,1,2,2,1,1,2,1,3,5
0.82171,0.0023124,0.81181,0.23649,0.362,3,2,2,1,3,3,1,3,1,2,1
0.97121,0.89397,0.42318,0.30098,0.5069,2,3,1,1,1,2,3,1,3,3,4
0.25994,0.029696,0.86304,0.90028,0.99068,3,1,3,2,1,2,2,1,3,1,3
0.72583,0.12843,0.8209,0.64091,0.56178,3,2,3,1,2,3,3,2,1,1,1
0.68116,0.97136,0.49312,0.7845,0.56478,3,2,3,2,1,1,1,1,2,2,1
0.95697,0.47773,0.11606,0.65283,0.89612,2,3,1,3,3,2,3,2,3,2,2
0.51843,0.32677,0.16891,0.77397,0.65036,2,1,1,1,3,1,1,1,1,3,5
0.4978,0.55946,0.64419,0.77786,0.12947,3,2,1,3,3,1,2,1,1,2,2
0.37592,0.13578,0.21527,0.03365,0.70558,1,2,1,3,2,3,1,1,1,1,1
0.75922,0.53297,0.20458,0.64356,0.79661,1,3,3,1,3,1,2,3,2,1,2
0.77029,0.87934,0.75756,0.9929,0.99333,2,2,2,3,3,1,1,1,3,2,3
0.6239,0.087397,0.17612,0.73835,0.44814,3,3,3,1,2,2,2,1,2,1,1
0.66272,0.039784,0.25312,0.48303,0.62883,3,1,2,3,1,1,1,2,3,3,4
0.088681,0.9785,0.73106,0.57062,0.15566,1,1,3,2,3,1,2,1,1,3,3
0.58369,0.15426,0.10033,0.37903,0.1861,2,2,3,1,1,1,3,2,1,2,1
